NumMutant,MutatorType,Result,MutantSourceFile,MutantSource,MutantDestination,MutantSourceLine,MutantSourceColumn,file,mutation_score,Notes,isCondElseToFalse
52.0,RC-and->true,passed,./2234-grading/Assignment5/shuffled-04/text,(and (symbol=? s (quote /)) (= (NumV-n r) 0)),(and #t (= (NumV-n r) 0)),124.0,29.0,./2234-grading/Assignment5/shuffled-04/text.rkt,0.782051,,False
24.0,RC-cond->false,passed,./2234-grading/Assignment3/shuffled-46/text,"(cond ((equal? (interp r fds) 0) (error (quote interp-binop) \""dividing by 0 VVQS\"")) (else (/ (interp l fds) (interp r fds))))","(cond (#f (error (quote interp-binop) \""dividing by 0 VVQS\"")) (else (/ (interp l fds) (interp r fds))))",117.0,19.0,./2234-grading/Assignment3/shuffled-46/text.rkt,0.785714,,False
2.0,RC-cond->true,passed,./2234-grading/Assignment3/shuffled-25/text,"(cond ((equal? op (quote /)) (cond ((zero? right) (error (quote interp) \""VVQS Cannot divide by zero\"")) (else (binop left right)))) (else (binop left right)))","(cond (#t (cond ((zero? right) (error (quote interp) \""VVQS Cannot divide by zero\"")) (else (binop left right)))) (else (binop left right)))",66.0,23.0,./2234-grading/Assignment3/shuffled-25/text.rkt,0.8125,,False
19.0,RC-or->true,passed,./2234-grading/Assignment4/shuffled-03/text,(or (quote +) (quote *) (quote /) (quote -) (quote leq0?) (quote def)),(or (quote +) #t (quote /) (quote -) (quote leq0?) (quote def)),41.0,8.0,./2234-grading/Assignment4/shuffled-03/text.rkt,0.693182,,False
64.0,aod-add,passed,./2234-grading/Assignment4/shuffled-07/text,(+ (w y) 10),(begin w y),263.0,40.0,./2234-grading/Assignment4/shuffled-07/text.rkt,0.757576,,False
88.0,RC-cond->true,passed,./2234-grading/Assignment8/shuffled-39/text,"(cond ((cmp-to-list op (quote (/ + - * <=))) (cond ((and (symbol=? op (quote /)) (= 0 (numV-n (cast (list-ref ops 1) numV)))) (error (quote VVQS) \""Can not divide by zero\"")) (else (compute-prim op ops)))) (else (define lhop (list-ref ops 0)) (define rhop...","(cond (#t (cond ((and (symbol=? op (quote /)) (= 0 (numV-n (cast (list-ref ops 1) numV)))) (error (quote VVQS) \""Can not divide by zero\"")) (else (compute-prim op ops)))) (else (define lhop (list-ref ops 0)) (define rhop (list-ref ops 1)) (match op ((quot...",461.0,2.0,./2234-grading/Assignment8/shuffled-39/text.rkt,0.242647,,False
32.0,RC-match-removal,passed,/Users/charlieray/Desktop/Research/RacketCode/JCCR/./2234-grading/Assignment8/shuffled-39/text.rkt,(match e ((numC n) (quote num)) ((strC str) (quote str)) ((idC name) (type-lookup name env)) ((mutC var newVal) (quote void)) ((seqC statements) (type-check (last-element statements) env)) ((arrC vals) (define tVals (for/list : (Listof Ty) ((val vals)) (type-check val env))) (cond ((arrCheck tVals) (quote num)) (else (error (quote VVQS) value in arrC was not a num)))) ((lamC args body types) (define newBindings (for/list : (Listof TypeBinding) ((param args) (type types)) (TypeBinding param type))) (type-check body (extend-TEnv env newBindings))) ((ifC expr then else) (define thenTy (type-check then env)) (define elseTy (type-check else env)) (cond ((equal? thenTy elseTy) thenTy) (else (error (quote VVQS) else and then statements do not have matching types)))) ((appC name args) (match (type-check name env) ((funcType argsT ret) (if (paramsCheck argsT args env) ret (error (quote type-check) VVQS8 id missing from type-env)))))),(match e ((numC n) (quote num)) ((strC str) (quote str)) ((idC name) (type-lookup name env)) ((mutC var newVal) (quote void)) ((seqC statements) (type-check (last-element statements) env)) ((arrC vals) (define tVals (for/list : (Listof Ty) ((val vals)) (type-check val env))) (cond ((arrCheck tVals) (quote num)) (else (error (quote VVQS) value in arrC was not a num)))) ((ifC expr then else) (define thenTy (type-check then env)) (define elseTy (type-check else env)) (cond ((equal? thenTy elseTy) thenTy) (else (error (quote VVQS) else and then statements do not have matching types)))) ((appC name args) (match (type-check name env) ((funcType argsT ret) (if (paramsCheck argsT args env) ret (error (quote type-check) VVQS8 id missing from type-env)))))),267.0,2.0,./2234-grading/Assignment8/shuffled-39/text.rkt,,,False
72.0,RC-or->false,passed,./2234-grading/Assignment8/shuffled-05/text,(or (quote =>) (quote :=) (quote where) (quote letrec) (quote if) (quote then) (quote :) (quote else) (quote ->) (quote <-) (quote begin) (quote in) (quote makearr)),(or (quote =>) (quote :=) (quote where) (quote letrec) (quote if) (quote then) (quote :) (quote else) (quote ->) (quote <-) (quote begin) (quote in) #f),327.0,5.0,./2234-grading/Assignment8/shuffled-05/text.rkt,0.648649,,False
44.0,RC-cond->true,passed,./2234-grading/Assignment3/shuffled-49/text,"(cond ((equal? name (quote main)) (cond ((equal? arg (quote init)) (FunDefC name arg (parse body))) (else (error (quote parse-fundef) \""VVQS failed to parse function ~e.\\n                                                            Argument must be init.\""...","(cond ((equal? name (quote main)) (cond ((equal? arg (quote init)) (FunDefC name arg (parse body))) (else (error (quote parse-fundef) \""VVQS failed to parse function ~e.\\n                                                            Argument must be init.\""...",184.0,5.0,./2234-grading/Assignment3/shuffled-49/text.rkt,0.868852,,False
6.0,RC-match-removal,passed,/Users/charlieray/Desktop/Research/RacketCode/JCCR/./2234-grading/Assignment8/shuffled-39/text.rkt,(match expr ((numC n) (numV n)) ((strC str) (strV str)) ((lamC args body types) (cloV args body env types)) ((arrC vals) (define iVals (for/list : (Listof Value) ((val vals)) (interp val env))) (arrV (list->vector (cast iVals (Listof Real))))) ((appC name args) (match (interp name env) ((cloV params b cenv types) (cond ((not (validate-app params args)) (error (quote VVQS) Improper argument number)) (else (define v-bindings (for/list : (Listof Binding) ((p params) (a args)) (Binding p ((inst box Value) (interp a env))))) (define benv (extend-env cenv v-bindings)) (interp b benv)))) ((primV p) (cond ((and (equal? p (quote error)) (= 1 (len-list args))) (error (quote VVQS) user-error ~e (serialize (interp (car args) env)))) ((>= 3 (len-list args)) (define argVals (for/list : (Listof Value) ((a args)) (interp a env))) (prim-check p argVals)) (else (error (quote VVQS) PrimVs take 2 arguments)))) (other (error (quote VVQS) Other values can't be applied as funcs)))) ((ifC exp then else) (define exp-int (interp exp env)) (cond ((boolV? exp-int) (cond ((boolV-b exp-int) (interp then env)) (else (interp else env)))) (else (error (quote VVQS) if exp must evaluate to a boolean)))) ((idC name) (unbox (env-lookup name env))) ((mutC var newVal) (define entry (env-lookup var env)) (define interpVal (interp newVal env)) (set-box! entry interpVal))),(match expr ((numC n) (numV n)) ((strC str) (strV str)) ((lamC args body types) (cloV args body env types)) ((arrC vals) (define iVals (for/list : (Listof Value) ((val vals)) (interp val env))) (arrV (list->vector (cast iVals (Listof Real))))) ((appC name args) (match (interp name env) ((cloV params b cenv types) (cond ((not (validate-app params args)) (error (quote VVQS) Improper argument number)) (else (define v-bindings (for/list : (Listof Binding) ((p params) (a args)) (Binding p ((inst box Value) (interp a env))))) (define benv (extend-env cenv v-bindings)) (interp b benv)))) ((primV p) (cond ((and (equal? p (quote error)) (= 1 (len-list args))) (error (quote VVQS) user-error ~e (serialize (interp (car args) env)))) ((>= 3 (len-list args)) (define argVals (for/list : (Listof Value) ((a args)) (interp a env))) (prim-check p argVals)) (else (error (quote VVQS) PrimVs take 2 arguments)))) (other (error (quote VVQS) Other values can't be applied as funcs)))) ((ifC exp then else) (define exp-int (interp exp env)) (cond ((boolV? exp-int) (cond ((boolV-b exp-int) (interp then env)) (else (interp else env)))) (else (error (quote VVQS) if exp must evaluate to a boolean)))) ((mutC var newVal) (define entry (env-lookup var env)) (define interpVal (interp newVal env)) (set-box! entry interpVal))),165.0,2.0,./2234-grading/Assignment8/shuffled-39/text.rkt,,,False
45.0,RC-cond->true,passed,./2234-grading/Assignment8/shuffled-24/text,"(cond ((not (BoolT? (type-check iff tenv))) (error (quote type-check) \""VVQS condition is not boolean: ~e\"" (type-check iff tenv))) ((not (equal? thist elset)) (error (quote type-check) \""VVQS type mismatch in conditional\"")) (else thist))","(cond ((not (BoolT? (type-check iff tenv))) (error (quote type-check) \""VVQS condition is not boolean: ~e\"" (type-check iff tenv))) ((not (equal? thist elset)) (error (quote type-check) \""VVQS type mismatch in conditional\"")) (#t thist))",368.0,5.0,./2234-grading/Assignment8/shuffled-24/text.rkt,0.839286,,False
25.0,RC-and->true,passed,./2234-grading/Assignment2/shuffled-88/text,(and (>= hydration 0.7) (<= hydration 0.9)),(and #t (<= hydration 0.9)),49.0,5.0,./2234-grading/Assignment2/shuffled-88/text.rkt,0.924528,,False
13.0,RC-match-removal,passed,/Users/charlieray/Desktop/Research/RacketCode/JCCR/./2234-grading/Assignment3/shuffled-46/text.rkt,(match e ((NumC n) n) ((IdC _) (error (quote interp) shouldn't get here VVQS)) ((AppC f a) (define fd (get-fundef f fds)) (interp (subst (NumC (interp a fds)) (FunDefC-arg fd) (FunDefC-body fd)) fds)) ((leq0? b t e) (cond ((<= (interp b fds) 0) (interp t fds)) (else (interp e fds)))) ((binop l r op) (interp-binop e fds))),(match e ((NumC n) n) ((AppC f a) (define fd (get-fundef f fds)) (interp (subst (NumC (interp a fds)) (FunDefC-arg fd) (FunDefC-body fd)) fds)) ((leq0? b t e) (cond ((<= (interp b fds) 0) (interp t fds)) (else (interp e fds)))) ((binop l r op) (interp-binop e fds))),96.0,2.0,./2234-grading/Assignment3/shuffled-46/text.rkt,0.814815,,False
15.0,RC-or->false,passed,./2234-grading/Assignment4/shuffled-03/text,(or (quote +) (quote *) (quote /) (quote -) (quote leq0?) (quote def)),(or (quote +) (quote *) (quote /) #f (quote leq0?) (quote def)),41.0,8.0,./2234-grading/Assignment4/shuffled-03/text.rkt,0.693182,,False
29.0,RC-and->true,passed,./2234-grading/Assignment2BasicMastery/shuffled-11/text,(and (>= hydration 0.7) (<= hydration 0.9)),(and (>= hydration 0.7) #t),65.0,23.0,./2234-grading/Assignment2BasicMastery/shuffled-11/text.rkt,0.9375,,False
1.0,aod-add,passed,./2234-grading/Assignment3/shuffled-28/text,(+ - * /),(begin . *),52.0,16.0,./2234-grading/Assignment3/shuffled-28/text.rkt,0.855072,,False
55.0,RC-match-removal,passed,/Users/charlieray/Desktop/Research/RacketCode/JCCR/./2234-grading/Assignment8/shuffled-39/text.rkt,(match s ((quote +) (numV (+ (numV-n (cast (list-ref ops 0) numV)) (numV-n (cast (list-ref ops 1) numV))))) ((quote *) (numV (* (numV-n (cast (list-ref ops 0) numV)) (numV-n (cast (list-ref ops 1) numV))))) ((quote /) (numV (/ (numV-n (cast (list-ref ops 0) numV)) (numV-n (cast (list-ref ops 1) numV))))) ((quote -) (numV (- (numV-n (cast (list-ref ops 0) numV)) (numV-n (cast (list-ref ops 1) numV))))) ((quote <=) (boolV (<= (numV-n (cast (list-ref ops 0) numV)) (numV-n (cast (list-ref ops 1) numV))))) ((quote str-eq?) (boolV (equal? (list-ref ops 0) (list-ref ops 1)))) ((quote num-eq?) (boolV (equal? (list-ref ops 0) (list-ref ops 1)))) ((quote arr) (define a1 (numV-n (cast (list-ref ops 0) numV))) (define a2 (numV-n (cast (list-ref ops 1) numV))) (cond ((and (integer? a1) (integer? a2)) (arrV (make-vector (cast a1 Integer) (cast a2 Integer)))))) ((quote arr-ref) (define arr (cast (car ops) arrV)) (define idx (cast (cdr ops) numV)) (cond ((integer? idx) (numV (vector-ref (arrV-vals arr) (cast idx Integer)))) (else (error (quote VVQS) Not a valid integer index)))) (other (error (quote VVQS) Not a valid primitive))),(match s ((quote +) (numV (+ (numV-n (cast (list-ref ops 0) numV)) (numV-n (cast (list-ref ops 1) numV))))) ((quote *) (numV (* (numV-n (cast (list-ref ops 0) numV)) (numV-n (cast (list-ref ops 1) numV))))) ((quote /) (numV (/ (numV-n (cast (list-ref ops 0) numV)) (numV-n (cast (list-ref ops 1) numV))))) ((quote -) (numV (- (numV-n (cast (list-ref ops 0) numV)) (numV-n (cast (list-ref ops 1) numV))))) ((quote str-eq?) (boolV (equal? (list-ref ops 0) (list-ref ops 1)))) ((quote num-eq?) (boolV (equal? (list-ref ops 0) (list-ref ops 1)))) ((quote arr) (define a1 (numV-n (cast (list-ref ops 0) numV))) (define a2 (numV-n (cast (list-ref ops 1) numV))) (cond ((and (integer? a1) (integer? a2)) (arrV (make-vector (cast a1 Integer) (cast a2 Integer)))))) ((quote arr-ref) (define arr (cast (car ops) arrV)) (define idx (cast (cdr ops) numV)) (cond ((integer? idx) (numV (vector-ref (arrV-vals arr) (cast idx Integer)))) (else (error (quote VVQS) Not a valid integer index)))) (other (error (quote VVQS) Not a valid primitive))),366.0,5.0,./2234-grading/Assignment8/shuffled-39/text.rkt,,,False
35.0,RC-cond->true,passed,./2234-grading/Assignment3/shuffled-11/text,(cond ((<= (interp test fds) 0) (interp then fds)) (else (interp else fds))),(cond ((<= (interp test fds) 0) (interp then fds)) (#t (interp else fds))),213.0,27.0,./2234-grading/Assignment3/shuffled-11/text.rkt,0.775,,False
85.0,RC-or->true,passed,./2234-grading/Assignment8/shuffled-05/text,(or (quote =>) (quote :=) (quote where) (quote letrec) (quote if) (quote then) (quote :) (quote else) (quote ->) (quote <-) (quote begin) (quote in) (quote makearr)),(or (quote =>) (quote :=) (quote where) (quote letrec) (quote if) (quote then) (quote :) (quote else) (quote ->) (quote <-) (quote begin) (quote in) #t),327.0,5.0,./2234-grading/Assignment8/shuffled-05/text.rkt,0.648649,,False
39.0,RC-cond->false,passed,./2234-grading/Assignment5BasicMastery/shuffled-04/text,(cond ((or (PrimV? left) (PrimV? right)) (BoolV #f)) ((or (CloV? left) (CloV? right)) (BoolV #f)) (else (BoolV (equal? left right)))),(cond ((or (PrimV? left) (PrimV? right)) (BoolV #f)) (#f (BoolV #f)) (else (BoolV (equal? left right)))),183.0,5.0,./2234-grading/Assignment5BasicMastery/shuffled-04/text.rkt,0.735294,,False
57.0,RC-cond->true,passed,./2234-grading/Assignment4/shuffled-21/text,"(cond ((empty? funs) (error (quote VVQS) \""reference to undefined function: ~e\"" (quote main))) ((cons? funs) (if (equal? (quote main) (fdC-name (first funs))) (first funs) (get-fundef (quote main) (rest funs)))))","(cond ((empty? funs) (error (quote VVQS) \""reference to undefined function: ~e\"" (quote main))) (#t (if (equal? (quote main) (fdC-name (first funs))) (first funs) (get-fundef (quote main) (rest funs)))))",186.0,2.0,./2234-grading/Assignment4/shuffled-21/text.rkt,0.882353,,False
31.0,RC-and->true,passed,./2234-grading/Assignment3/shuffled-39/text,(and (symbol? s) (not (member s keywords))),(and (symbol? s) #t),187.0,2.0,./2234-grading/Assignment3/shuffled-39/text.rkt,0.84375,,False
33.0,RC-or->false,passed,./2234-grading/Assignment4/shuffled-11/text,(or (equal? s (quote +)) (equal? s (quote *)) (equal? s (quote -)) (equal? s (quote /)) (equal? s (quote def)) (equal? s (quote leq0?))),(or (equal? s (quote +)) #f (equal? s (quote -)) (equal? s (quote /)) (equal? s (quote def)) (equal? s (quote leq0?))),149.0,8.0,./2234-grading/Assignment4/shuffled-11/text.rkt,0.742268,,False
117.0,aod-add,passed,./2234-grading/Assignment4/shuffled-31/text,(+ 1 (get-remain n)),(begin get-remain n),343.0,59.0,./2234-grading/Assignment4/shuffled-31/text.rkt,0.854839,,False
51.0,RC-or->false,passed,./2234-grading/Assignment5/shuffled-26/text,(or (quote if) (quote else) (quote =) (quote =>) (quote where)),(or (quote if) #f (quote =) (quote =>) (quote where)),216.0,5.0,./2234-grading/Assignment5/shuffled-26/text.rkt,0.7,,False
20.0,RC-or->true,passed,./2234-grading/Assignment3/shuffled-21/text,(or (quote -) (quote +) (quote /) (quote *) (quote def) (quote leq0?) (quote then) (quote else)),(or (quote -) (quote +) (quote /) (quote *) #t (quote leq0?) (quote then) (quote else)),49.0,5.0,./2234-grading/Assignment3/shuffled-21/text.rkt,0.709302,,False
25.0,RC-and->true,passed,./2234-grading/Assignment2/shuffled-22/text,(and (> b 5) (>= c 100)),(and (> b 5) #t),47.0,21.0,./2234-grading/Assignment2/shuffled-22/text.rkt,0.965517,,False
26.0,RC-and->true,passed,./2234-grading/Assignment5BasicMastery/shuffled-16/text,(and (nor (CloV? a) (CloV? b) (PrimV? a) (PrimV? b)) (equal? a b)),(and #t (equal? a b)),101.0,35.0,./2234-grading/Assignment5BasicMastery/shuffled-16/text.rkt,0.875,,False
50.0,RC-or->false,passed,./2234-grading/Assignment3/shuffled-32/text,(or (eq? i (quote +)) (eq? i (quote -)) (eq? i (quote *)) (eq? i (quote /)) (eq? i (quote def)) (eq? i (quote leq0?)) (eq? i (quote then)) (eq? i (quote else)) (eq? i (quote =))),(or (eq? i (quote +)) (eq? i (quote -)) (eq? i (quote *)) (eq? i (quote /)) #f (eq? i (quote leq0?)) (eq? i (quote then)) (eq? i (quote else)) (eq? i (quote =))),138.0,6.0,./2234-grading/Assignment3/shuffled-32/text.rkt,0.909836,,False
7.0,RC-cond->true,passed,./2234-grading/Assignment5/shuffled-08/text,(cond ((equal? (interp (case? case env) env) (boolV #t)) (interp if env)) (else (interp else env))),(cond ((equal? (interp (case? case env) env) (boolV #t)) (interp if env)) (#t (interp else env))),80.0,24.0,./2234-grading/Assignment5/shuffled-08/text.rkt,0.791667,,False
4.0,RC-match-removal,passed,/Users/charlieray/Desktop/Research/RacketCode/JCCR/./2234-grading/Assignment3/shuffled-31/text.rkt,(match op ((quote +) +) ((quote -) -) ((quote *) *) ((quote /) /) (_ (error (quote binop-func) Unsupported operator: ~a op))),(match op ((quote +) +) ((quote -) -) ((quote *) *) ((quote /) /)),44.0,2.0,./2234-grading/Assignment3/shuffled-31/text.rkt,0.810811,,False
72.0,aod-add,passed,./2234-grading/Assignment5/shuffled-47/text,(+ y 3),(begin . y),289.0,26.0,./2234-grading/Assignment5/shuffled-47/text.rkt,0.878378,,False
59.0,RC-and->true,passed,./2234-grading/Assignment8/shuffled-37/text,(and (< pos (vector-length numarr)) (and (integer? pos) (>= pos 0))),(and (< pos (vector-length numarr)) #t),258.0,21.0,./2234-grading/Assignment8/shuffled-37/text.rkt,0.764286,,False
5.0,RC-if->true,passed,/Users/charlieray/Desktop/Research/RacketCode/JCCR/./2234-grading/Assignment8/shuffled-44/text.rkt,(if (symbol=? for name) val (lookup for rest-env)),(if #t val (lookup for rest-env)),145.0,5.0,./2234-grading/Assignment8/shuffled-44/text.rkt,0.419048,,False
102.0,aod-add,passed,./2234-grading/Assignment4/shuffled-38/text,(+ 3 4),(begin . 4),334.0,34.0,./2234-grading/Assignment4/shuffled-38/text.rkt,0.88785,,False
231.0,RC-cond->true,passed,./2234-grading/Assignment4/shuffled-11/text,"(cond ((and (equal? a (quote /)) (equal? (parse r) (NumC 0))) (error (quote parse) \""VVQS: Cannot Divide By Zero.\"")) ((<= (length l) 1) (error (quote parse) \""VVQS: Not correct arithmatic syntax.\"")) ((<= (length r) 1) (error (quote parse) \""VVQS: Not corre...","(cond ((and (equal? a (quote /)) (equal? (parse r) (NumC 0))) (error (quote parse) \""VVQS: Cannot Divide By Zero.\"")) ((<= (length l) 1) (error (quote parse) \""VVQS: Not correct arithmatic syntax.\"")) ((<= (length r) 1) (error (quote parse) \""VVQS: Not corre...",308.0,8.0,./2234-grading/Assignment4/shuffled-11/text.rkt,0.742268,,False
40.0,RC-and->true,passed,./2234-grading/Assignment2/shuffled-15/text,(and (>= (Bread-hydration f) 0.7) (<= (Bread-hydration f) 0.9)),(and (>= (Bread-hydration f) 0.7) #t),53.0,19.0,./2234-grading/Assignment2/shuffled-15/text.rkt,0.864583,,False
47.0,RC-if->true,passed,./2234-grading/Assignment8/shuffled-44/text,"(if (zero? b) (error \""VVQS: Division by zero\"") (NumV (/ a b)))","(if #t (error \""VVQS: Division by zero\"") (NumV (/ a b)))",379.0,11.0,./2234-grading/Assignment8/shuffled-44/text.rkt,0.696429,,False
29.0,RC-cond->true,passed,./2234-grading/Assignment2/shuffled-47/text,(cond ((>= h 0.7) (cond ((<= h 0.9) #t) (else #f))) (else #f)),(cond ((>= h 0.7) (cond ((<= h 0.9) #t) (else #f))) (#t #f)),62.0,15.0,./2234-grading/Assignment2/shuffled-47/text.rkt,0.909091,,False
32.0,RC-and->true,passed,./2234-grading/Assignment2/shuffled-96/text,(and (<= h 0.9) (>= h 0.7)),(and #t (>= h 0.7)),46.0,15.0,./2234-grading/Assignment2/shuffled-96/text.rkt,0.882353,,False
54.0,RC-cond->true,passed,./2234-grading/Assignment8/shuffled-39/text,(cond ((null? rst) f) (else (last-element rst))),(cond (#t f) (else (last-element rst))),348.0,3.0,./2234-grading/Assignment8/shuffled-39/text.rkt,0.242647,,False
52.0,RC-and->true,passed,./2234-grading/Assignment8/shuffled-25/text,(and (StringV? (interp arg1 e)) (StringV? (interp arg2 e))),(and #t (StringV? (interp arg2 e))),524.0,70.0,./2234-grading/Assignment8/shuffled-25/text.rkt,0.822581,,False
25.0,RC-and->true,passed,./2234-grading/Assignment2/shuffled-74/text,(and (>= hydration 0.7) (<= hydration 0.9)),(and (>= hydration 0.7) #t),50.0,23.0,./2234-grading/Assignment2/shuffled-74/text.rkt,0.960784,,False
12.0,aod-mul,passed,./2234-grading/Assignment2/shuffled-75/text,(* (* 2 pi) r),(begin * 2 pi),26.0,6.0,./2234-grading/Assignment2/shuffled-75/text.rkt,0.844828,,False
54.0,RC-or->false,passed,./2234-grading/Assignment4/shuffled-14/text,(or (eq? f (quote +)) (eq? f (quote -)) (eq? f (quote *)) (eq? f (quote /)) (eq? f (quote def)) (eq? f (quote leq0?)) (eq? f (quote then)) (eq? f (quote else)) (eq? f (quote =))),(or (eq? f (quote +)) (eq? f (quote -)) (eq? f (quote *)) (eq? f (quote /)) #f (eq? f (quote leq0?)) (eq? f (quote then)) (eq? f (quote else)) (eq? f (quote =))),175.0,20.0,./2234-grading/Assignment4/shuffled-14/text.rkt,0.90625,,False
70.0,RC-match-removal,passed,/Users/charlieray/Desktop/Research/RacketCode/JCCR/./2234-grading/Assignment8/shuffled-39/text.rkt,(match symbols ((quote ()) #f) ((cons cur rst) (or (eq? cur s) (cmp-to-list s rst)))),(match symbols ((cons cur rst) (or (eq? cur s) (cmp-to-list s rst)))),512.0,2.0,./2234-grading/Assignment8/shuffled-39/text.rkt,,,False
5.0,RC-cond->true,passed,./2234-grading/Assignment3/shuffled-04/text,(cond ((symbol=? s for) what) (else in)),(cond (#t what) (else in)),61.0,13.0,./2234-grading/Assignment3/shuffled-04/text.rkt,0.622222,,False
143.0,RC-or->false,passed,./2234-grading/Assignment8/shuffled-04/text,(or (< (NumV-num i) 0) (>= (NumV-num i) (vector-length (ArrV-arr arr)))),(or #f (>= (NumV-num i) (vector-length (ArrV-arr arr)))),713.0,11.0,./2234-grading/Assignment8/shuffled-04/text.rkt,0.864322,,False
52.0,RC-cond->true,passed,./2234-grading/Assignment4/shuffled-00/text,(cond ((and (equal? 2 (length args)) (operator? fun)) (define left (parse (first args))) (define right (parse (first (rest args)))) (BinOpC fun left right)) ((not (invalid? fun)) (define arg-list (for/list : (Listof ExprC) ((arg args)) (parse arg))) (Ap...,(cond ((and (equal? 2 (length args)) (operator? fun)) (define left (parse (first args))) (define right (parse (first (rest args)))) (BinOpC fun left right)) ((not (invalid? fun)) (define arg-list (for/list : (Listof ExprC) ((arg args)) (parse arg))) (Ap...,108.0,5.0,./2234-grading/Assignment4/shuffled-00/text.rkt,0.84375,,False
23.0,RC-match-removal,passed,/Users/charlieray/Desktop/Research/RacketCode/JCCR/./2234-grading/Assignment4/shuffled-06/text.rkt,(match expr ((binop l r (quote +)) (+ (interp l fds) (interp r fds))) ((binop l r (quote *)) (* (interp l fds) (interp r fds))) ((binop l r (quote -)) (- (interp l fds) (interp r fds))) ((binop l r (quote /)) (cond ((equal? (interp r fds) 0) (error (quote interp-binop) dividing by 0 ~e VVQS expr)) (else (/ (interp l fds) (interp r fds))))) (other (error (quote interp-binop) binop not parsed correctly ~e VVQS expr))),(match expr ((binop l r (quote +)) (+ (interp l fds) (interp r fds))) ((binop l r (quote *)) (* (interp l fds) (interp r fds))) ((binop l r (quote -)) (- (interp l fds) (interp r fds))) ((binop l r (quote /)) (cond ((equal? (interp r fds) 0) (error (quote interp-binop) dividing by 0 ~e VVQS expr)) (else (/ (interp l fds) (interp r fds)))))),125.0,2.0,./2234-grading/Assignment4/shuffled-06/text.rkt,0.83871,,False
1.0,aod-add,passed,./2234-grading/Assignment5BasicMastery/shuffled-05/text,(+ - * /),(begin . *),33.0,13.0,./2234-grading/Assignment5BasicMastery/shuffled-05/text.rkt,0.709091,,False
13.0,RC-and->true,passed,./2234-grading/Assignment5/shuffled-16/text,(and (equal? p (quote error)) (= 1 (len-list args))),(and (equal? p (quote error)) #t),80.0,15.0,./2234-grading/Assignment5/shuffled-16/text.rkt,0.770833,,False
279.0,RC-or->false,passed,./2234-grading/Assignment3/shuffled-19/text,(or (equal? name (quote +)) (equal? arg (quote +))),(or (equal? name (quote +)) #f),356.0,8.0,./2234-grading/Assignment3/shuffled-19/text.rkt,0.866013,,False
198.0,RC-or->false,passed,./2234-grading/Assignment4/shuffled-11/text,(or (quote +) (quote *) (quote -) (quote /)),(or (quote +) (quote *) #f (quote /)),293.0,8.0,./2234-grading/Assignment4/shuffled-11/text.rkt,0.742268,,False
15.0,RC-cond->true,passed,./2234-grading/Assignment5/shuffled-31/text,"(cond ((equal? primop (quote equal?)) (BoolV (my-equal l r))) (else (match* (l r) (((NumV num1) (NumV num2)) (cond ((equal? primop (quote <=)) (BoolV (my-leq num1 num2))) (else (NumV ((lookup-op primop) num1 num2))))) ((_ _) (error (quote prim-unwrap) \""...","(cond ((equal? primop (quote equal?)) (BoolV (my-equal l r))) (#t (match* (l r) (((NumV num1) (NumV num2)) (cond ((equal? primop (quote <=)) (BoolV (my-leq num1 num2))) (else (NumV ((lookup-op primop) num1 num2))))) ((_ _) (error (quote prim-unwrap) \""VV...",150.0,16.0,./2234-grading/Assignment5/shuffled-31/text.rkt,0.823529,,False
